j_0;j_1;j_2;j_3;j_4;j_5;j_6;j_7;j_8;j_9
0.0;-0.5956349206349206;0.040873015873015874;0.04801587301587302;-0.012301587301587301;-0.012301587301587301;-0.008333333333333333;-0.004365079365079365;-0.010317460317460317;-0.008333333333333333
-0.7980158730158731;0.0;-0.06388888888888888;-0.07579365079365079;0.004365079365079365;0.004365079365079365;0.002380952380952381;0.0003968253968253968;0.003968253968253968;0.0035714285714285713
0.1503968253968254;0.1503968253968254;0.0;-0.12738095238095237;0.0003968253968253968;0.0003968253968253968;0.004365079365079365;0.008333333333333333;-4e-28;-0.0003968253968253968
0.12261904761904761;0.12261904761904761;-0.14325396825396824;0.0;-0.008333333333333333;-0.008333333333333333;-0.010317460317460317;-0.012301587301587301;-0.006349206349206349;-0.004365079365079365
0.03134920634920635;0.03134920634920635;0.0011904761904761906;0.008333333333333333;0.0;0.0003968253968253968;-0.0015873015873015873;-0.0035714285714285713;0;-0.0003968253968253968
0.03134920634920635;0.03134920634920635;0.0011904761904761906;0.008333333333333333;0.0003968253968253968;0.0;-0.0015873015873015873;-0.0035714285714285713;0;-0.0003968253968253968
0.025396825396825397;0.025396825396825397;0.007142857142857143;0.002380952380952381;-0.005555555555555556;-0.005555555555555556;0.0;-0.009523809523809525;0;0.005555555555555556
0.01746031746031746;0.01746031746031746;0.006349206349206349;0.006349206349206349;-0.013492063492063493;-0.013492063492063493;-0.015476190476190477;0.0;0.0015873015873015873;-0.002380952380952381
0.009523809523809525;0.009523809523809525;-0.0015873015873015873;0.005555555555555556;-0.002380952380952381;-0.002380952380952381;0.0015873015873015873;0.005555555555555556;0.0;0.0015873015873015873
0.005555555555555556;0.005555555555555556;0.0015873015873015873;0.0015873015873015873;0.005555555555555556;0.005555555555555556;0.0035714285714285713;0.0015873015873015873;0.0015873015873015873;0.0
