j_0;j_1;j_2;j_3;j_4;j_5;j_6;j_7;j_8;j_9
0.0;0.8888888888888888;-0.1111111111111111;-0.1111111111111111;-0.1111111111111111;-0.1111111111111111;-0.1111111111111111;-0.1111111111111111;-0.1111111111111111;0.8888888888888888
0.8888888888888888;0.0;0.8888888888888888;-0.1111111111111111;-0.1111111111111111;-0.1111111111111111;-0.1111111111111111;-0.1111111111111111;-0.1111111111111111;-0.1111111111111111
-0.1111111111111111;0.8888888888888888;0.0;0.8888888888888888;-0.1111111111111111;-0.1111111111111111;-0.1111111111111111;-0.1111111111111111;-0.1111111111111111;-0.1111111111111111
-0.1111111111111111;-0.1111111111111111;0.8888888888888888;0.0;0.8888888888888888;-0.1111111111111111;-0.1111111111111111;-0.1111111111111111;-0.1111111111111111;-0.1111111111111111
-0.1111111111111111;-0.1111111111111111;-0.1111111111111111;0.8888888888888888;0.0;0.8888888888888888;-0.1111111111111111;-0.1111111111111111;-0.1111111111111111;-0.1111111111111111
-0.1111111111111111;-0.1111111111111111;-0.1111111111111111;-0.1111111111111111;0.8888888888888888;0.0;0.8888888888888888;-0.1111111111111111;-0.1111111111111111;-0.1111111111111111
-0.1111111111111111;-0.1111111111111111;-0.1111111111111111;-0.1111111111111111;-0.1111111111111111;0.8888888888888888;0.0;0.8888888888888888;-0.1111111111111111;-0.1111111111111111
-0.1111111111111111;-0.1111111111111111;-0.1111111111111111;-0.1111111111111111;-0.1111111111111111;-0.1111111111111111;0.8888888888888888;0.0;0.8888888888888888;-0.1111111111111111
-0.1111111111111111;-0.1111111111111111;-0.1111111111111111;-0.1111111111111111;-0.1111111111111111;-0.1111111111111111;-0.1111111111111111;0.8888888888888888;0.0;0.8888888888888888
0.8888888888888888;-0.1111111111111111;-0.1111111111111111;-0.1111111111111111;-0.1111111111111111;-0.1111111111111111;-0.1111111111111111;-0.1111111111111111;0.8888888888888888;0.0
